post_id,run_id,scraped_at,price,year,make,model,mileage,transmission,fuel_type,drive_type,title_status,condition,color,city,state,zip_code,source_txt,llm_provider,llm_model,llm_ts
7924340657,20260406230024,2026-04-06T23:00:24Z,6900,2015,subaru,legacy,175019,automatic,gas,4wd,clean,like new,black,Meriden,CT,,scrapes/20260406230024/7924340657.txt,vertex,gemini-2.5-flash,2026-04-06T23:14:55.546669Z
7923995512,20260402230006,2026-04-02T23:00:06Z,5900,2015,volkswagen,jetta,120000,automatic,gas,fwd,clean,excellent,silver,Branford,CT,,scrapes/20260402230006/7923995512.txt,vertex,gemini-2.5-flash,2026-04-02T23:15:35.799983Z
7923756053,20260404020034,2026-04-04T02:00:34Z,9900,2013,Infiniti,EX35,89281,automatic,gas,4wd,clean,excellent,grey,Branford,CT,,scrapes/20260404020034/7923756053.txt,vertex,gemini-2.5-flash,2026-04-04T02:14:23.830025Z
7923661642,20260404150027,2026-04-04T15:00:27Z,2000,2016,chevy,silverado 1500,90000,automatic,gas,4wd,clean,like new,blue,NORTH HAVEN,CT,,scrapes/20260404150027/7923661642.txt,vertex,gemini-2.5-flash,2026-04-04T15:15:02.139360Z
7923661595,20260404160006,2026-04-04T16:00:06Z,,2018,Acura,TLX a-spec,30000,automatic,gas,4wd,clean,like new,red,North Haven,CT,,scrapes/20260404160006/7923661595.txt,vertex,gemini-2.5-flash,2026-04-04T16:14:48.678579Z
7923559798,20260406080018,2026-04-06T08:00:18Z,3288,2002,Dodge,Neon,150000,automatic,gas,,clean,,,Wallingford,CT,,scrapes/20260406080018/7923559798.txt,vertex,gemini-2.5-flash,2026-04-06T08:14:16.924692Z
7923455555,20260404150027,2026-04-04T15:00:27Z,5000,2021,tesla,Model Y,61000,automatic,electric,4wd,clean,like new,white,North Haven,CT,,scrapes/20260404150027/7923455555.txt,vertex,gemini-2.5-flash,2026-04-04T15:14:28.240891Z
7923329866,20260405080027,2026-04-05T08:00:27Z,3400,2011,Honda,Civic,56000,automatic,gas,fwd,clean,excellent,white,Oakville,CT,,scrapes/20260405080027/7923329866.txt,vertex,gemini-2.5-flash,2026-04-05T08:14:24.012351Z
7923204921,20260403230027,2026-04-03T23:00:27Z,6500,1978,Volvo,262C Bertone,100000,manual,gas,,clean,,Porsche Polar Silver,new haven,CT,,scrapes/20260403230027/7923204921.txt,vertex,gemini-2.5-flash,2026-04-03T23:14:34.416215Z
7923178106,20260406170006,2026-04-06T17:00:06Z,3900,2013,subaru,outback 2.5i limited,150000,automatic,gas,4wd,clean,,,West Hartford,CT,,scrapes/20260406170006/7923178106.txt,vertex,gemini-2.5-flash,2026-04-06T17:12:59.823772Z
7923077861,20260331120047,2026-03-31T12:00:47Z,5500,2015,ford,fusion se,142000,automatic,gas,fwd,clean,excellent,white,Shelton,CT,,scrapes/20260331120047/7923077861.txt,vertex,gemini-2.5-flash,2026-03-31T12:15:46.518773Z
7923062721,20260403230027,2026-04-03T23:00:27Z,7999,2013,Honda,Civic,112885,automatic,gas,fwd,clean,excellent,blue,Manchester,NH,,scrapes/20260403230027/7923062721.txt,vertex,gemini-2.5-flash,2026-04-03T23:14:15.916044Z
7923002213,20260331200025,2026-03-31T20:00:25Z,4200,2012,subaru,legacy,149000,automatic,gas,4wd,clean,excellent,black,Shelton,CT,,scrapes/20260331200025/7923002213.txt,vertex,gemini-2.5-flash,2026-03-31T20:14:29.451711Z
7922872400,20260403010014,2026-04-03T01:00:14Z,7500,2004,Chrysler,Crossfire,93000,automatic,gas,rwd,clean,excellent,grey,Stratford,CT,,scrapes/20260403010014/7922872400.txt,vertex,gemini-2.5-flash,2026-04-03T01:14:04.793796Z
7922860906,20260401150014,2026-04-01T15:00:14Z,3550,1983,Chevrolet,C/K Pickup,25257,automatic,gas,4wd,clean,good,black,Waterbury,CT,,scrapes/20260401150014/7922860906.txt,vertex,gemini-2.5-flash,2026-04-01T15:14:53.583230Z
7922815041,20260402170016,2026-04-02T17:00:16Z,5500,2015,jeep,compass,129000,automatic,gas,4wd,clean,excellent,blue,Stratford,CT,,scrapes/20260402170016/7922815041.txt,vertex,gemini-2.5-flash,2026-04-02T17:14:37.284566Z
7922813137,20260401160023,2026-04-01T16:00:23Z,5999,2009,honda,accord,120000,automatic,gas,fwd,clean,excellent,grey,Stratford,CT,,scrapes/20260401160023/7922813137.txt,vertex,gemini-2.5-flash,2026-04-01T16:15:49.243821Z
7924329156,20260330080012,2026-03-30T08:00:12Z,9300,2008,ford,f-350,109000,manual,diesel,4wd,clean,good,,Milford,CT,,scrapes/20260330080012/7924329156.txt,vertex,gemini-2.5-flash,2026-03-30T08:19:01.775218Z
7924303723,20260407010008,2026-04-07T01:00:08Z,29955,2018,Ford,F-150,71621,automatic,gas,,clean,excellent,,New Haven,CT,,scrapes/20260407010008/7924303723.txt,vertex,gemini-2.5-flash,2026-04-07T01:15:26.314550Z
7924062938,20260406230024,2026-04-06T23:00:24Z,8500,2008,Chevy,Suburban LT 1500,242000,automatic,gas,4wd,clean,good,black,Orange,CT,,scrapes/20260406230024/7924062938.txt,vertex,gemini-2.5-flash,2026-04-06T23:14:39.395620Z
7923846364,20260405150005,2026-04-05T15:00:05Z,8000,2014,jeep,wrangler sport,163000,manual,gas,4wd,clean,excellent,silver,Shelton,CT,,scrapes/20260405150005/7923846364.txt,vertex,gemini-2.5-flash,2026-04-05T15:14:29.892011Z
7923791622,20260402120036,2026-04-02T12:00:36Z,4200,2018,kia,soul +,170000,automatic,gas,fwd,clean,excellent,silver,Branford,CT,,scrapes/20260402120036/7923791622.txt,vertex,gemini-2.5-flash,2026-04-02T12:16:12.679308Z
7923759911,20260404170048,2026-04-04T17:00:48Z,9900,2015,Jeep,Cherokee Latitude,81802,automatic,gas,4wd,clean,excellent,blue,Branford,CT,,scrapes/20260404170048/7923759911.txt,vertex,gemini-2.5-flash,2026-04-04T17:14:35.590608Z
7923757298,20260406170006,2026-04-06T17:00:06Z,1000,2012,nissan,altima,267000,automatic,gas,,clean,,,Stratford,CT,,scrapes/20260406170006/7923757298.txt,vertex,gemini-2.5-flash,2026-04-06T17:13:49.928248Z
7923755686,20260404150027,2026-04-04T15:00:27Z,8900,2014,Volkswagen,Passat SE,85972,automatic,gas,fwd,clean,excellent,grey,Branford,CT,,scrapes/20260404150027/7923755686.txt,vertex,gemini-2.5-flash,2026-04-04T15:15:09.291948Z
7923254716,20260404060020,2026-04-04T06:00:20Z,3300,2010,HYANDIA,ELECTRA,133500,automatic,gas,fwd,clean,good,grey,wallingford,CT,,scrapes/20260404060020/7923254716.txt,vertex,gemini-2.5-flash,2026-04-04T06:13:43.085797Z
7922825064,20260403070032,2026-04-03T07:00:32Z,2500,2009,Audi,A5 Quattro,215000,manual,gas,4wd,clean,fair,silver,Waterbury,CT,,scrapes/20260403070032/7922825064.txt,vertex,gemini-2.5-flash,2026-04-03T07:14:28.340731Z
7922731916,20260406170006,2026-04-06T17:00:06Z,14900,2005,Ford,F-350 Super Duty,312000,automatic,diesel,4wd,clean,good,white,Milford,CT,,scrapes/20260406170006/7922731916.txt,vertex,gemini-2.5-flash,2026-04-06T17:12:35.905358Z
7922507802,20260401230019,2026-04-01T23:00:19Z,21950,2021,Jeep,Grand Cherokee L,119058,automatic,gas,4wd,clean,Used,Baltic Gray Metallic Clearcoat,Bridgeport,CT,,scrapes/20260401230019/7922507802.txt,vertex,gemini-2.5-flash,2026-04-01T23:12:48.674596Z
7922507619,20260331120047,2026-03-31T12:00:47Z,15500,2018,BMW,X2,79633,automatic,gas,awd,clean,Used,black,Bridgeport,CT,,scrapes/20260331120047/7922507619.txt,vertex,gemini-2.5-flash,2026-03-31T12:14:47.019275Z
7922507036,20260331020006,2026-03-31T02:00:06Z,12990,2016,Honda,Pilot,120070,automatic,gas,4wd,clean,Used,white,Bridgeport,CT,,scrapes/20260331020006/7922507036.txt,vertex,gemini-2.5-flash,2026-03-31T02:14:23.792110Z
7924240885,20260406180006,2026-04-06T18:00:06Z,3500,2008,Mini,Cooper S,134000,automatic,gas,fwd,clean,excellent,,Stratford,CT,,scrapes/20260406180006/7924240885.txt,vertex,gemini-2.5-flash,2026-04-06T18:15:01.405173Z
7923994935,20260402230006,2026-04-02T23:00:06Z,4700,2013,hyundai,elantra,130000,automatic,gas,,clean,excellent,red,Branford,CT,,scrapes/20260402230006/7923994935.txt,vertex,gemini-2.5-flash,2026-04-02T23:15:27.400613Z
7923948506,20260406110036,2026-04-06T11:00:36Z,7800,2015,Ford,Escape,119500,automatic,gas,fwd,clean,,Black Tuxedo Black on Charcoal Black Cloth,Stamford,CT,,scrapes/20260406110036/7923948506.txt,vertex,gemini-2.5-flash,2026-04-06T11:14:35.383358Z
7923917343,20260401020037,2026-04-01T02:00:37Z,4500,2013,volkswagen,golf,139000,automatic,gas,,clean,nice,,Meriden,CT,,scrapes/20260401020037/7923917343.txt,vertex,gemini-2.5-flash,2026-04-01T02:16:18.804286Z
7923843242,20260403050023,2026-04-03T05:00:23Z,7200,2010,TOYOTA,CAMRY LE,149000,automatic,gas,4wd,clean,excellent,,Fairfield,CT,,scrapes/20260403050023/7923843242.txt,vertex,gemini-2.5-flash,2026-04-03T05:14:19.835135Z
7923661592,20260404130012,2026-04-04T13:00:12Z,2000,2020,honda,accord,20000,automatic,gas,4wd,clean,like new,blue,North Haven,CT,,scrapes/20260404130012/7923661592.txt,vertex,gemini-2.5-flash,2026-04-04T13:15:53.623959Z
7923111168,20260401060034,2026-04-01T06:00:34Z,12001,2016,Lexus,RX350,16000,automatic,gas,awd,clean,,Caviar,New Haven,CT,,scrapes/20260401060034/7923111168.txt,vertex,gemini-2.5-flash,2026-04-01T06:14:52.459778Z
7922606224,20260331100025,2026-03-31T10:00:25Z,25000,2010,honda,accord,80000,automatic,gas,,clean,good,silver,NORWALK,CT,,scrapes/20260331100025/7922606224.txt,vertex,gemini-2.5-flash,2026-03-31T10:14:50.012250Z
7922590371,20260406170006,2026-04-06T17:00:06Z,9900,2013,mercedes benz,e350 4matic wagon,148609,automatic,gas,4wd,clean,like new,black,Meriden,CT,,scrapes/20260406170006/7922590371.txt,vertex,gemini-2.5-flash,2026-04-06T17:12:24.403362Z
7922588638,20260401160023,2026-04-01T16:00:23Z,6900,2015,subaru,forester,150818,automatic,gas,4wd,clean,like new,silver,Meriden,CT,,scrapes/20260401160023/7922588638.txt,vertex,gemini-2.5-flash,2026-04-01T16:14:57.323801Z
7922507702,20260331040024,2026-03-31T04:00:24Z,15450,2020,Nissan,Rogue,82675,automatic,gas,4wd,clean,Used,blue,Bridgeport,CT,,scrapes/20260331040024/7922507702.txt,vertex,gemini-2.5-flash,2026-03-31T04:14:24.690392Z
7924323113,20260331120047,2026-03-31T12:00:47Z,1800,2009,Honda,CR-V EX-L,165613,automatic,gas,4wd,clean,good,,Waterbury,CT,,scrapes/20260331120047/7924323113.txt,vertex,gemini-2.5-flash,2026-03-31T12:18:15.419240Z
7924224580,20260331170010,2026-03-31T17:00:10Z,2450,2000,Mercury,Mountaineer,228000,automatic,gas,4wd,clean,good,blue,Milford,CT,,scrapes/20260331170010/7924224580.txt,vertex,gemini-2.5-flash,2026-03-31T17:17:17.662313Z
7924159050,20260407000006,2026-04-07T00:00:06Z,5000,1967,ford,mustang,,manual,gas,rwd,clean,good,red,Naugatuck,CT,,scrapes/20260407000006/7924159050.txt,vertex,gemini-2.5-flash,2026-04-07T00:15:05.064411Z
7924101678,20260402160006,2026-04-02T16:00:06Z,12000,2006,Hummer,H2,114800,automatic,gas,4wd,clean,excellent,yellow,Milford,CT,,scrapes/20260402160006/7924101678.txt,vertex,gemini-2.5-flash,2026-04-02T16:15:45.063092Z
7923916683,20260406030022,2026-04-06T03:00:22Z,1600,2016,audi,a3,161000,automatic,gas,,clean,fair,white,New Haven,CT,,scrapes/20260406030022/7923916683.txt,vertex,gemini-2.5-flash,2026-04-06T03:14:22.566160Z
7923855738,20260405170035,2026-04-05T17:00:35Z,3800,2008,acura,tl,144000,,gas,fwd,rebuilt salvage,good,grey,Bridgeport,CT,,scrapes/20260405170035/7923855738.txt,vertex,gemini-2.5-flash,2026-04-05T17:14:28.943890Z
7923778321,20260405190006,2026-04-05T19:00:06Z,3000,2009,CHEVROLET,COBALT,140000,automatic,gas,,clean,,,Wallingford,CT,,scrapes/20260405190006/7923778321.txt,vertex,gemini-2.5-flash,2026-04-05T19:14:36.746811Z
7923457320,20260404200006,2026-04-04T20:00:06Z,14950,2013,Lexus,ES350,79000,automatic,gas,,clean,excellent,grey,Branford,CT,,scrapes/20260404200006/7923457320.txt,vertex,gemini-2.5-flash,2026-04-04T20:14:16.516010Z
7923005029,20260403180019,2026-04-03T18:00:19Z,3900,2012,mazda,5 touring,172000,automatic,gas,fwd,clean,excellent,grey,Shelton,CT,,scrapes/20260403180019/7923005029.txt,vertex,gemini-2.5-flash,2026-04-03T18:14:21.253063Z
7922723740,20260401160023,2026-04-01T16:00:23Z,29920,2018,Ford,F-150,71621,automatic,gas,,clean,excellent,,New Haven,CT,,scrapes/20260401160023/7922723740.txt,vertex,gemini-2.5-flash,2026-04-01T16:15:30.189211Z
7922509063,20260406170006,2026-04-06T17:00:06Z,17990,2018,Acura,MDX,72433,automatic,gas,fwd,clean,Used,white,Bridgeport,CT,,scrapes/20260406170006/7922509063.txt,vertex,gemini-2.5-flash,2026-04-06T17:12:20.361847Z
7922507666,20260330200006,2026-03-30T20:00:06Z,12850,2016,Dodge,Grand Caravan,48019,automatic,gas,fwd,clean,Used,True Blue Pearlcoat,Bridgeport,CT,,scrapes/20260330200006/7922507666.txt,vertex,gemini-2.5-flash,2026-03-30T20:14:15.347229Z
7922507323,20260330150029,2026-03-30T15:00:29Z,10800,2019,Dodge,Charger,54917,automatic,gas,rwd,clean,Used,white,Bridgeport,CT,,scrapes/20260330150029/7922507323.txt,vertex,gemini-2.5-flash,2026-03-30T15:13:54.441327Z
7924302851,20260407030019,2026-04-07T03:00:19Z,48955,2018,Lexus,LC 500,19539,automatic,gas,,clean,excellent,,New Haven,CT,,scrapes/20260407030019/7924302851.txt,vertex,gemini-2.5-flash,2026-04-07T03:15:08.013105Z
7924202834,20260407030019,2026-04-07T03:00:19Z,3288,2002,Dodge,Neon,150000,automatic,gas,,clean,,,Wallingford,CT,,scrapes/20260407030019/7924202834.txt,vertex,gemini-2.5-flash,2026-04-07T03:14:59.974445Z
7923649180,20260405120040,2026-04-05T12:00:40Z,26500,2020,Ram,Promaster 2500,46500,automatic,gas,fwd,clean,like new,silver,Southbury,CT,,scrapes/20260405120040/7923649180.txt,vertex,gemini-2.5-flash,2026-04-05T12:14:29.109854Z
7923529166,20260330110021,2026-03-30T11:00:21Z,3950,2007,ford,E250,128000,automatic,gas,rwd,clean,excellent,white,Waterbury,CT,,scrapes/20260330110021/7923529166.txt,vertex,gemini-2.5-flash,2026-03-30T11:16:06.129167Z
7923197043,20260404130012,2026-04-04T13:00:12Z,9998,2015,Subaru,XV Crosstrek,154359,automatic,gas,awd,clean,Used,Gray,East Granby,CT,,scrapes/20260404130012/7923197043.txt,vertex,gemini-2.5-flash,2026-04-04T13:14:13.223287Z
7924302745,20260407020024,2026-04-07T02:00:24Z,4000,2001,toyota,land cruiser,273000,automatic,gas,4wd,clean,fair,,New Haven,CT,,scrapes/20260407020024/7924302745.txt,vertex,gemini-2.5-flash,2026-04-07T02:15:21.374164Z
7924073272,20260405210023,2026-04-05T21:00:23Z,7485,2011,BMW,328i Xdrive Sedan,96000,automatic,gas,4wd,clean,good,blue,Branford,CT,,scrapes/20260405210023/7924073272.txt,vertex,gemini-2.5-flash,2026-04-05T21:14:10.515901Z
7922673481,20260401170033,2026-04-01T17:00:33Z,1550,2012,chrysler,town & country,166000,automatic,gas,fwd,clean,good,custom,Bridgeport,CT,,scrapes/20260401170033/7922673481.txt,vertex,gemini-2.5-flash,2026-04-01T17:12:55.545119Z
7924429423,20260403140007,2026-04-03T14:00:07Z,4700,2013,hyundai,elantra,130000,automatic,gas,,clean,excellent,red,Branford,CT,,scrapes/20260403140007/7924429423.txt,vertex,gemini-2.5-flash,2026-04-03T14:15:55.638394Z
7924073386,20260406090005,2026-04-06T09:00:05Z,6485,2014,Cadillac,ATS-4 AWD Sport Sedan,130000,automatic,gas,4wd,clean,excellent,red,Branford,CT,,scrapes/20260406090005/7924073386.txt,vertex,gemini-2.5-flash,2026-04-06T09:15:04.994447Z
7923932390,20260407010008,2026-04-07T01:00:08Z,3750,2011,subaru,outback 2.5i premium,190000,automatic,gas,4wd,clean,good,grey,Wallingford,CT,,scrapes/20260407010008/7923932390.txt,vertex,gemini-2.5-flash,2026-04-07T01:14:37.714032Z
7923854316,20260405200036,2026-04-05T20:00:36Z,3500,2004,chevy,silverado 1500,188000,automatic,gas,4wd,clean,,,Piscataway,NJ,,scrapes/20260405200036/7923854316.txt,vertex,gemini-2.5-flash,2026-04-05T20:13:51.501116Z
7923189849,20260403180019,2026-04-03T18:00:19Z,9000,2015,honda,civic,74500,automatic,gas,,rebuilt,excellent,black,Southington,CT,,scrapes/20260403180019/7923189849.txt,vertex,gemini-2.5-flash,2026-04-03T18:14:29.062824Z
7922507263,20260331080026,2026-03-31T08:00:26Z,9900,2015,Mercedes-Benz,GLK-Class,123897,automatic,gas,RWD,clean,Used,red,Bridgeport,CT,,scrapes/20260331080026/7922507263.txt,vertex,gemini-2.5-flash,2026-03-31T08:14:09.581346Z
7923924102,20260403030014,2026-04-03T03:00:14Z,,2022,Acura,TLX a-spec,24000,automatic,gas,4wd,clean,like new,red,North Haven,CT,,scrapes/20260403030014/7923924102.txt,vertex,gemini-2.5-flash,2026-04-03T03:16:03.397794Z
7922902947,20260401050018,2026-04-01T05:00:18Z,4000,2003,nissan,altima,84000,automatic,gas,fwd,clean,excellent,brown,Derby,CT,,scrapes/20260401050018/7922902947.txt,vertex,gemini-2.5-flash,2026-04-01T05:14:41.365078Z
7922507523,20260401230019,2026-04-01T23:00:19Z,13800,2019,Audi,A4,71241,automatic,gas,,clean,Used,black,Bridgeport,CT,,scrapes/20260401230019/7922507523.txt,vertex,gemini-2.5-flash,2026-04-01T23:12:44.387743Z
7922507293,20260330140027,2026-03-30T14:00:27Z,9700,2011,Ram,Dakota,129550,automatic,gas,4wd,clean,Used,black,Bridgeport,CT,,scrapes/20260330140027/7922507293.txt,vertex,gemini-2.5-flash,2026-03-30T14:14:53.763748Z
7922507061,20260330140027,2026-03-30T14:00:27Z,15900,2015,Chevrolet,Silverado 1500,126474,automatic,gas,4wd,clean,Used,Slate Grey Metallic,Bridgeport,CT,,scrapes/20260330140027/7922507061.txt,vertex,gemini-2.5-flash,2026-03-30T14:14:33.086769Z
7922483601,20260331120047,2026-03-31T12:00:47Z,8500,2011,Chevrolet,Tahoe,178907,automatic,,4wd,clean,Used,red,Bridgeport,CT,,scrapes/20260331120047/7922483601.txt,vertex,gemini-2.5-flash,2026-03-31T12:13:52.819114Z
7922732721,20260401230019,2026-04-01T23:00:19Z,3995,2012,chevrolet,malibu,132567,automatic,gas,fwd,clean,excellent,silver,Waterbury,CT,,scrapes/20260401230019/7922732721.txt,vertex,gemini-2.5-flash,2026-04-01T23:13:14.062239Z
7922501656,20260401150014,2026-04-01T15:00:14Z,7300,2010,HONDA,CR-V LX,149000,automatic,gas,4wd,clean,excellent,,Fairfield,CT,,scrapes/20260401150014/7922501656.txt,vertex,gemini-2.5-flash,2026-04-01T15:13:25.182411Z
7924437904,20260406210007,2026-04-06T21:00:07Z,6885,2013,Infiniti,JX35,139000,automatic,gas,4wd,clean,good,silver,Branford,CT,,scrapes/20260406210007/7924437904.txt,vertex,gemini-2.5-flash,2026-04-06T21:15:19.525797Z
7924332810,20260403100010,2026-04-03T10:00:10Z,2000,2022,acura,tlx,30000,automatic,gas,,clean,,,North Haven,CT,,scrapes/20260403100010/7924332810.txt,vertex,gemini-2.5-flash,2026-04-03T10:15:58.017688Z
7923456476,20260405060052,2026-04-05T06:00:52Z,3995,2012,Kia,Rio,95000,automatic,gas,fwd,clean,good,red,Branford,CT,,scrapes/20260405060052/7923456476.txt,vertex,gemini-2.5-flash,2026-04-05T06:18:36.297965Z
7924494256,20260406230024,2026-04-06T23:00:24Z,2995,2007,chevrolet,impala lt,136320,automatic,gas,fwd,clean,good,brown,shelton,ct,,scrapes/20260406230024/7924494256.txt,vertex,gemini-2.5-flash,2026-04-06T23:15:13.946041Z
7924445814,20260406230024,2026-04-06T23:00:24Z,8500,2019,ram,promaster city,201000,automatic,gas,fwd,clean,good,white,West Haven,CT,,scrapes/20260406230024/7924445814.txt,vertex,gemini-2.5-flash,2026-04-06T23:15:03.045925Z
7924429406,20260406210007,2026-04-06T21:00:07Z,4200,2018,Kia,soul +,170000,automatic,gas,fwd,clean,excellent,silver,Branford,CT,,scrapes/20260406210007/7924429406.txt,vertex,gemini-2.5-flash,2026-04-06T21:15:13.217877Z
7924429383,20260402150037,2026-04-02T15:00:37Z,5900,2015,volkswagen,jetta,120000,automatic,gas,fwd,clean,excellent,silver,Branford,CT,,scrapes/20260402150037/7924429383.txt,vertex,gemini-2.5-flash,2026-04-02T15:17:17.967959Z
7924338874,20260406210007,2026-04-06T21:00:07Z,3500,2012,Honda,Civic,136000,automatic,gas,fwd,clean,excellent,brown,Killingworth,CT,,scrapes/20260406210007/7924338874.txt,vertex,gemini-2.5-flash,2026-04-06T21:14:56.584260Z
7923914038,20260406150006,2026-04-06T15:00:06Z,5500,1997,Ford,F250,131000,automatic,gas,4wd,clean,good,blue,New Haven,CT,,scrapes/20260406150006/7923914038.txt,vertex,gemini-2.5-flash,2026-04-06T15:14:57.948633Z
7922810985,20260406160036,2026-04-06T16:00:36Z,6999,2014,bmw,750li xdrive,113000,automatic,gas,4wd,rebuilt,good,black,Stratford,CT,,scrapes/20260406160036/7922810985.txt,vertex,gemini-2.5-flash,2026-04-06T16:28:17.921895Z
7923269477,20260404060020,2026-04-04T06:00:20Z,12800,2014,Mazda,CX-5,99800,automatic,gas,awd,clean,,grey,Stamford,CT,,scrapes/20260404060020/7923269477.txt,vertex,gemini-2.5-flash,2026-04-04T06:13:54.286363Z
7923948552,20260406150006,2026-04-06T15:00:06Z,6800,2013,Hyundai,Elantra,114100,automatic,gas,fwd,clean,"Clean Car Fax, No Accidents",Gray Harbor Gray Metallic,Stamford,CT,,scrapes/20260406150006/7923948552.txt,vertex,gemini-2.5-flash,2026-04-06T15:15:17.049665Z
7923650746,20260406170006,2026-04-06T17:00:06Z,3300,2011,Chevy,express 2500,200000,manual,gas,rwd,clean,good,,Southbury,CT,,scrapes/20260406170006/7923650746.txt,vertex,gemini-2.5-flash,2026-04-06T17:13:43.327091Z
7922589046,20260401170033,2026-04-01T17:00:33Z,8500,2012,toyota,camry le sedan,160899,automatic,gas,fwd,clean,like new,red,Meriden,CT,,scrapes/20260401170033/7922589046.txt,vertex,gemini-2.5-flash,2026-04-01T17:12:51.585316Z
7924174179,20260401180006,2026-04-01T18:00:06Z,24950,2018,ford,f-150,40000,automatic,gas,4wd,clean,good,black,Waterbury,CT,,scrapes/20260401180006/7924174179.txt,vertex,gemini-2.5-flash,2026-04-01T18:17:02.742540Z
7924070156,20260406120021,2026-04-06T12:00:21Z,6885,2012,Jeep,Liberty Limited Sport,114000,automatic,gas,4wd,clean,excellent,Black Forest Green,Branford,CT,,scrapes/20260406120021/7924070156.txt,vertex,gemini-2.5-flash,2026-04-06T12:14:37.691945Z
7924444719,20260407030019,2026-04-07T03:00:19Z,8998,2012,Subaru,Outback,130671,automatic,gas,awd,clean,Used,red,East Granby,CT,,scrapes/20260407030019/7924444719.txt,vertex,gemini-2.5-flash,2026-04-07T03:15:46.175224Z
7923755951,20260404170048,2026-04-04T17:00:48Z,3900,2013,Nissan,Versa,121347,automatic,gas,,clean,excellent,grey,Branford,CT,,scrapes/20260404170048/7923755951.txt,vertex,gemini-2.5-flash,2026-04-04T17:14:28.158488Z
7923755864,20260404090022,2026-04-04T09:00:22Z,10900,2014,Subaru,XV CrossTrek,124824,automatic,gas,4wd,clean,excellent,grey,Branford,CT,,scrapes/20260404090022/7923755864.txt,vertex,gemini-2.5-flash,2026-04-04T09:14:27.730058Z
7924590168,20260406090005,2026-04-06T09:00:05Z,7500,1987,Ford,F 150,9000,manual,gas,4wd,clean,good,red,north branford,CT,,scrapes/20260406090005/7924590168.txt,vertex,gemini-2.5-flash,2026-04-06T09:15:54.394668Z
7924587620,20260403020032,2026-04-03T02:00:32Z,1800,2006,honda,accord,233000,automatic,gas,,clean,good,grey,New Haven,CT,,scrapes/20260403020032/7924587620.txt,vertex,gemini-2.5-flash,2026-04-03T02:17:38.349351Z
7923286252,20260404060020,2026-04-04T06:00:20Z,5500,2010,subaru,forester,150000,automatic,gas,4wd,clean,excellent,blue,Derby,CT,,scrapes/20260404060020/7923286252.txt,vertex,gemini-2.5-flash,2026-04-04T06:14:01.811119Z
7924601339,20260406230024,2026-04-06T23:00:24Z,3288,2002,Dodge,Neon,150000,automatic,gas,,clean,,,Wallingford,CT,,scrapes/20260406230024/7924601339.txt,vertex,gemini-2.5-flash,2026-04-06T23:15:22.946687Z
7924591429,20260407020024,2026-04-07T02:00:24Z,25993,2005,CHEVROLET,EXPRESS 1500,66167,automatic,gas,awd,clean,good,beige,Hudson,NH,,scrapes/20260407020024/7924591429.txt,vertex,gemini-2.5-flash,2026-04-07T02:15:51.080231Z
7924615716,20260406220006,2026-04-06T22:00:06Z,2500,2002,mercedes benz,s430,200000,automatic,gas,fwd,clean,good,silver,Hamden,CT,,scrapes/20260406220006/7924615716.txt,vertex,gemini-2.5-flash,2026-04-06T22:14:58.469454Z
7922507872,20260401230019,2026-04-01T23:00:19Z,14600,2014,Chevrolet,Silverado 1500,142168,automatic,gas,4wd,clean,Used,gray,Bridgeport,CT,,scrapes/20260401230019/7922507872.txt,vertex,gemini-2.5-flash,2026-04-01T23:12:52.766754Z
7922490891,20260401150014,2026-04-01T15:00:14Z,7000,1963,AMC,Rambler Classic,57290,manual,gas,rwd,clean,excellent,yellow,Guilford,CT,,scrapes/20260401150014/7922490891.txt,vertex,gemini-2.5-flash,2026-04-01T15:13:16.782025Z
7922414018,20260401150014,2026-04-01T15:00:14Z,5500,2014,ford,focus,108456,automatic,gas,fwd,clean,like new,blue,Branford,CT,,scrapes/20260401150014/7922414018.txt,vertex,gemini-2.5-flash,2026-04-01T15:13:07.182280Z
7923458871,20260403070032,2026-04-03T07:00:32Z,32930,2018,Lexus,LX 570,75788,automatic,gas,AWD,clean,excellent,,New Haven,CT,,scrapes/20260403070032/7923458871.txt,vertex,gemini-2.5-flash,2026-04-03T07:15:19.578011Z
7922725779,20260402170016,2026-04-02T17:00:16Z,3288,2002,Dodge,Neon,150000,automatic,gas,,clean,,,Wallingford,CT,,scrapes/20260402170016/7922725779.txt,vertex,gemini-2.5-flash,2026-04-02T17:14:14.585826Z
7924639916,20260406200006,2026-04-06T20:00:06Z,2000,2006,nissan,quest sl,135000,automatic,gas,fwd,clean,good,black,New Haven,CT,,scrapes/20260406200006/7924639916.txt,vertex,gemini-2.5-flash,2026-04-06T20:15:02.238906Z
7924562729,20260407020024,2026-04-07T02:00:24Z,6000,2011,subaru,outback,150000,automatic,gas,4wd,clean,excellent,red,Derby,CT,,scrapes/20260407020024/7924562729.txt,vertex,gemini-2.5-flash,2026-04-07T02:15:40.442129Z
7922438841,20260331160023,2026-03-31T16:00:23Z,3800,2008,chevrolet,silverado,250000,automatic,gas,,clean,good,,Southington,CT,,scrapes/20260331160023/7922438841.txt,vertex,gemini-2.5-flash,2026-03-31T16:13:22.222438Z
